Subject:	S1111
Project:	BesteRTMusic
Time:	2015-03-31_11-23-45

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
17527	42540.966	5587.625	e;0.0;100.0	e	0.0	100.0	
17533	42541.465	5588.107	e;0.0;100.0	e	0.0	100.0	
17545	42542.616	5589.137	e;0.0;100.0	e	0.0	100.0	
17552	42543.046	5589.704	h;81.3;18.7	h	81.3	18.7	
17557	42543.593	5590.166	h;87.8;12.2	h	87.8	12.2	
17563	42544.051	5590.649	h;98.3;1.7	h	98.3	1.7	
17569	42544.584	5591.174	h;99.4;0.6	h	99.4	0.6	
17575	42545.067	5591.679	h;97.8;2.2	h	97.8	2.2	
17581	42545.548	5592.182	h;94.7;5.3	h	94.7	5.3	
17587	42546.128	5592.708	e;41.4;58.6	e	41.4	58.6	
17593	42546.618	5593.191	h;89.4;10.6	h	89.4	10.6	
17605	42547.601	5594.220	h;62.9;37.1	h	62.9	37.1	
17611	42548.150	5594.704	h;60.4;39.6	h	60.4	39.6	
17623	42549.185	5595.733	h;99.8;0.2	h	99.8	0.2	
17629	42549.672	5596.257	h;100.0;0.0	h	100.0	0.0	
17635	42550.145	5596.761	h;99.9;0.1	h	99.9	0.1	
17641	42550.711	5597.286	h;84.2;15.8	h	84.2	15.8	
17646	42551.115	5597.707	1000;level0end;1427816951228;	1000	level0end	1427816951228	
17647	42551.179	5597.791	1001;level1start;1427816951271;	1001	level1start	1427816951271	
17648	42551.261	5597.875	h;99.5;0.5	h	99.5	0.5	
17653	42551.701	5598.273	h;99.7;0.3	h	99.7	0.3	
17659	42552.280	5598.799	h;99.1;0.9	h	99.1	0.9	
17665	42552.723	5599.303	h;99.9;0.1	h	99.9	0.1	
17671	42553.248	5599.828	h;100.0;0.0	h	100.0	0.0	
17677	42553.755	5600.311	e;46.7;53.3	e	46.7	53.3	
17683	42554.268	5600.858	e;5.3;94.7	e	5.3	94.7	
17695	42555.264	5601.845	e;48.1;51.9	e	48.1	51.9	
17701	42555.791	5602.370	h;99.5;0.5	h	99.5	0.5	
17707	42556.330	5602.853	h;98.4;1.6	h	98.4	1.6	
17713	42556.835	5603.399	h;96.3;3.7	h	96.3	3.7	
17720	42557.358	5603.966	e;0.5;99.5	e	0.5	99.5	
17725	42557.825	5604.386	e;24.0;76.0	e	24.0	76.0	
17731	42558.318	5604.912	h;99.9;0.1	h	99.9	0.1	
17744	42559.411	5606.025	h;96.4;3.6	h	96.4	3.6	
17749	42559.860	5606.424	h;60.1;39.9	h	60.1	39.9	
17767	42561.382	5607.937	h;99.9;0.1	h	99.9	0.1	
17773	42561.933	5608.461	h;98.1;1.9	h	98.1	1.9	
17780	42562.472	5609.050	e;8.2;91.8	e	8.2	91.8	
17786	42562.986	5609.575	h;79.2;20.8	h	79.2	20.8	
17791	42563.433	5609.995	h;92.9;7.1	h	92.9	7.1	
17797	42563.939	5610.520	h;100.0;0.0	h	100.0	0.0	
17803	42564.447	5611.004	h;99.8;0.2	h	99.8	0.2	
17809	42564.954	5611.507	h;97.9;2.1	h	97.9	2.1	
17815	42565.450	5612.033	e;26.4;73.6	e	26.4	73.6	
17821	42566.010	5612.537	e;0.0;100.0	e	0.0	100.0	
17827	42566.415	5613.062	e;0.0;100.0	e	0.0	100.0	
17833	42567.017	5613.565	e;0.0;100.0	e	0.0	100.0	
17839	42567.508	5614.049	e;0.0;100.0	e	0.0	100.0	
17845	42567.953	5614.573	e;0.0;100.0	e	0.0	100.0	
17851	42568.465	5615.078	e;0.0;100.0	e	0.0	100.0	
17857	42569.085	5615.603	e;0.0;100.0	e	0.0	100.0	
17863	42569.511	5616.086	e;0.8;99.2	e	0.8	99.2	
17869	42570.049	5616.632	h;93.5;6.5	h	93.5	6.5	
17876	42570.586	5617.200	h;98.8;1.2	h	98.8	1.2	
17881	42571.087	5617.619	h;97.0;3.0	h	97.0	3.0	
17887	42571.616	5618.145	h;83.1;16.9	h	83.1	16.9	
17893	42572.030	5618.628	h;88.8;11.2	h	88.8	11.2	
17899	42572.578	5619.153	e;2.8;97.2	e	2.8	97.2	
17905	42573.010	5619.657	e;8.8;91.2	e	8.8	91.2	
17911	42573.605	5620.203	h;64.0;36.0	h	64.0	36.0	
17917	42574.079	5620.686	h;63.5;36.5	h	63.5	36.5	
17924	42574.777	5621.254	h;93.4;6.6	h	93.4	6.6	
17929	42575.109	5621.694	h;90.4;9.6	h	90.4	9.6	
17935	42575.681	5622.199	e;12.4;87.6	e	12.4	87.6	
17941	42576.158	5622.724	e;0.7;99.3	e	0.7	99.3	
17948	42576.667	5623.312	e;1.0;99.0	e	1.0	99.0	
17953	42577.225	5623.753	e;8.1;91.9	e	8.1	91.9	
17960	42577.858	5624.342	e;8.5;91.5	e	8.5	91.5	
17965	42578.127	5624.740	e;0.3;99.7	e	0.3	99.7	
17971	42578.667	5625.266	h;99.6;0.4	h	99.6	0.4	
17977	42579.252	5625.770	h;87.0;13.0	h	87.0	13.0	
17983	42579.725	5626.295	e;23.3;76.7	e	23.3	76.7	
17989	42580.219	5626.778	e;23.0;77.0	e	23.0	77.0	
17995	42580.693	5627.283	e;22.9;77.1	e	22.9	77.1	
18002	42581.265	5627.891	e;22.9;77.1	e	22.9	77.1	
18007	42581.717	5628.312	e;22.4;77.6	e	22.4	77.6	
18013	42582.263	5628.836	e;22.4;77.6	e	22.4	77.6	
18019	42582.725	5629.320	e;23.0;77.0	e	23.0	77.0	
18025	42583.295	5629.866	e;22.9;77.1	e	22.9	77.1	
18031	42583.762	5630.349	e;22.5;77.5	e	22.5	77.5	
18037	42584.271	5630.853	e;19.7;80.3	e	19.7	80.3	
18043	42584.792	5631.377	e;44.7;55.3	e	44.7	55.3	
