Subject:	S1112
Project:	BesteRTMusic
Time:	2015-04-01_15-19-21

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
19117	56834.147	9622.892	h;80.6;19.4	h	80.6	19.4	
19123	56834.693	9623.374	h;78.7;21.3	h	78.7	21.3	
19129	56835.278	9623.921	h;78.3;21.7	h	78.3	21.7	
19135	56835.667	9624.405	h;82.9;17.1	h	82.9	17.1	
19141	56836.205	9624.887	h;78.8;21.2	h	78.8	21.2	
19147	56836.734	9625.412	h;80.2;19.8	h	80.2	19.8	
19153	56837.220	9625.916	h;84.3;15.7	h	84.3	15.7	
19160	56837.814	9626.526	h;83.4;16.6	h	83.4	16.6	
19165	56838.278	9626.946	h;83.4;16.6	h	83.4	16.6	
19171	56838.758	9627.428	h;76.4;23.6	h	76.4	23.6	
19177	56839.260	9627.954	h;85.3;14.7	h	85.3	14.7	
19183	56839.777	9628.458	h;72.9;27.1	h	72.9	27.1	
19189	56840.294	9628.983	h;80.3;19.7	h	80.3	19.7	
19195	56840.772	9629.487	h;80.0;20.0	h	80.0	20.0	
19201	56841.323	9630.013	h;83.5;16.5	h	83.5	16.5	
19207	56841.809	9630.495	h;83.6;16.4	h	83.6	16.4	
19213	56842.313	9631.000	h;83.6;16.4	h	83.6	16.4	
19219	56842.829	9631.526	h;83.6;16.4	h	83.6	16.4	
19225	56843.331	9632.029	h;53.8;46.2	h	53.8	46.2	
19231	56843.924	9632.554	h;62.0;38.0	h	62.0	38.0	
19237	56844.304	9633.038	h;69.8;30.2	h	69.8	30.2	
19243	56844.938	9633.583	e;35.0;65.0	e	35.0	65.0	
19249	56845.365	9634.067	e;35.9;64.1	e	35.9	64.1	
19255	56845.878	9634.570	h;57.5;42.5	h	57.5	42.5	
19261	56846.389	9635.096	e;19.8;80.2	e	19.8	80.2	
19267	56846.935	9635.578	e;41.1;58.9	e	41.1	58.9	
19273	56847.493	9636.125	e;22.0;78.0	e	22.0	78.0	
19279	56847.893	9636.607	e;25.4;74.6	e	25.4	74.6	
19285	56848.435	9637.112	e;31.2;68.8	e	31.2	68.8	
19291	56849.005	9637.637	e;16.6;83.4	e	16.6	83.4	
19297	56849.369	9638.120	e;21.0;79.0	e	21.0	79.0	
19303	56849.970	9638.666	e;42.5;57.5	e	42.5	57.5	
19309	56850.520	9639.149	e;25.2;74.8	e	25.2	74.8	
19316	56851.074	9639.758	e;42.1;57.9	e	42.1	57.9	
19321	56851.490	9640.179	h;73.8;26.2	h	73.8	26.2	
19327	56851.994	9640.661	e;34.4;65.6	e	34.4	65.6	
19333	56852.455	9641.187	h;85.6;14.4	h	85.6	14.4	
19339	56853.059	9641.691	h;83.8;16.2	h	83.8	16.2	
19345	56853.599	9642.237	h;53.8;46.2	h	53.8	46.2	
19351	56854.017	9642.720	e;38.3;61.7	e	38.3	61.7	
19357	56854.485	9643.246	e;11.3;88.7	e	11.3	88.7	
19363	56855.025	9643.728	e;20.3;79.7	e	20.3	79.7	
19369	56855.579	9644.233	h;77.2;22.8	h	77.2	22.8	
19375	56856.026	9644.758	e;12.8;87.2	e	12.8	87.2	
19381	56856.540	9645.262	e;40.3;59.7	e	40.3	59.7	
